dutyName,hpid,MKioskTy1,MKioskTy10,MKioskTy11,MKioskTy12,MKioskTy13,MKioskTy14,MKioskTy15,MKioskTy16,MKioskTy17,MKioskTy18,MKioskTy19,MKioskTy2,MKioskTy20,MKioskTy21,MKioskTy22,MKioskTy23,MKioskTy24,MKioskTy25,MKioskTy26,MKioskTy27,MKioskTy28,MKioskTy3,MKioskTy4,MKioskTy5,MKioskTy6,MKioskTy7,MKioskTy8,MKioskTy9,MKioskTy10Msg,MKioskTy12Msg,MKioskTy15Msg,MKioskTy27Msg,query_sido,query_sigungu,MKioskTy14Msg
대청병원,A1602246,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,대전광역시,서구,
학교법인건양교육재단건양대학교병원,A1600006,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,사전 문의전화 필수,연령제한없음,연령제한없음,6개월이상,대전광역시,서구,연령제한없음
학교법인을지학원대전을지대학교병원,A1600002,Y,불가능,불가능,불가능,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,정보미제공,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,장중첩 : 12개월~5세 가능 (공기정복술 불가시 수술은 전원 가능성) // 장폐색 : 불가,,32주미만 불가 / 체중 상관없음,,대전광역시,서구,
의료법인영훈의료재단유성선병원,A1600007,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,불가능,불가능,정보미제공,정보미제공,Y,정보미제공,Y,,,,,대전광역시,유성구,
학교법인가톨릭학원가톨릭대학교대전성모병원,A1600005,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,진료가능 최저연령 전체가능,36개월이상 가능(이물질 제거만 가능),"진료가능 최저체중 2,000g",진료가능 최저연령 24개월 이상,대전광역시,중구,
의료법인영훈의료재단대전선병원,A1600008,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,,,,,대전광역시,중구,
충남대학교병원,A1600001,Y,Y,Y,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,1세,0세,진료가능 최저체중:400g,0세,대전광역시,중구,
(의)서일의료재단기장병원,A1200028,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,부산광역시,기장군,
동남권원자력의학원원자력병원,A1200015,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,불가능,불가능,정보미제공,정보미제공,정보미제공,정보미제공,Y,,,,,부산광역시,기장군,
부산성모병원(재단법인 천주교부산교구유지재단),A1200013,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,정보미제공,"-최저연령0세, 최저최중 1000g","-최저연령 0세, 최저체중 1000g",-최저체중 1000g,-최저연령 0세,부산광역시,남구,
좋은문화병원,A1200026,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,,,,,부산광역시,동구,
의료법인정화의료재단 봉생기념병원,A1200017,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,불가능,불가능,Y,,,,,부산광역시,동구,
동래봉생병원,A1200011,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,,,,,부산광역시,동래구,
대동병원,A1200018,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,"외과5세미만,20kg미만,소아청소년과 5세미만 20kg미만",,,,부산광역시,동래구,
의료법인 광혜의료재단 광혜병원,A1200009,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,,,,,부산광역시,동래구,
의료법인 온그룹의료재단 온병원,A1200020,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,,,,,부산광역시,부산진구,
인제대학교부산백병원,A1200001,Y,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,"출생시부터, 몸무게 제한없음",만 12세 이하,"진료가능 체중 22주, 500g",,부산광역시,부산진구,14세 이상
학교법인)동의병원,A1200019,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,,,,,부산광역시,부산진구,
학교법인 춘해병원,A1200025,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,부산광역시,부산진구,
구포성심병원,A1200045,불가능,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,Y,,,,,부산광역시,북구,
의료법인 인당의료재단 부민병원,A1200006,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,,,,,부산광역시,북구,
의료법인 은성의료재단 좋은삼선병원,A1200005,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,,,,,부산광역시,사상구,
한국보훈복지의료공단 부산보훈병원,A1200016,불가능,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,부산광역시,사상구,
고신대학교복음병원,A1200004,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,,"연령제한없음,체중제한없음",32주 이상 단태아만 가능&500g 이상,"0세 이상,체중제한없음",부산광역시,서구,"만2세이상, 체중제한없음"
부산대학교병원,A1200002,Y,Y,Y,정보미제공,Y,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,연령 무관,진료가능 최저연령: 생후 한달,진료가능 최저체중 : 500g,진료가능 최저연령 : 0세,부산광역시,서구,진료가능 최저연령 : 7세 이상
동아대학교병원,A1200003,Y,불가능,Y,정보미제공,불가능,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,불가능,불가능,Y,불가능,불가능,불가능,불가능,불가능,Y,불가능,"100일미만 진료불가, 체중 제한없음",,"100일미만 진료불가, 체중 제한없음",,부산광역시,서구,
삼육부산병원,A1200021,불가능,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,불가능,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,불가능,불가능,Y,Y,Y,,만 13세 이상,,,부산광역시,서구,만13세 이상
의료법인 은성의료재단 좋은강안병원,A1200008,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,1세이후 /체중제한없음,1세이후 /체중제한없음,,,부산광역시,수영구,
비에이치에스한서병원,A1200007,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,,,,,부산광역시,수영구,
의료법인 센텀의료재단 센텀종합병원,A1200098,불가능,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,,,,,부산광역시,수영구,
부산광역시의료원,A1200024,Y,정보미제공,불가능,불가능,불가능,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,불가능,정보미제공,정보미제공,불가능,불가능,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,불가능,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,부산광역시,연제구,
의료법인 행도의료재단 해동병원,A1200012,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,,,,,부산광역시,영도구,
영도병원,A1200014,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,,,,,부산광역시,영도구,
재단법인천주교부산교구유지재단 메리놀병원,A1200023,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,,,,,부산광역시,중구,
의료법인 인당의료재단 해운대부민병원,A1205143,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,,,,,부산광역시,해운대구,
인제대학교 해운대백병원,A1200022,Y,Y,Y,정보미제공,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,제한없음,제한없음,제한없음,,부산광역시,해운대구,
연세대학교의과대학강남세브란스병원,A1100015,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,불가능,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,불가능,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,,.,500g,.,서울특별시,강남구,.
삼성서울병원,A1100010,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,연령제한 없음.,연령제한 없음,체중 제한 없음,연령제한없음,서울특별시,강남구,생후 1개월 이상
강동경희대학교병원,A1100043,Y,정보미제공,Y,정보미제공,Y,정보미제공,Y,Y,Y,Y,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,정보미제공,Y,Y,Y,Y,전 연령 가능,,400g,,서울특별시,강동구,
성심의료재단강동성심병원,A1100028,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,시술만 가능하며 체중연령 제한없음(수술불가),,,,서울특별시,강동구,
한국보훈복지의료공단중앙보훈병원,A1100053,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,불가능,정보미제공,Y,24시가능,,,,서울특별시,강동구,
이화여자대학교의과대학부속서울병원,A1120796,Y,Y,Y,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,체중 최저기준 없음,"1세 이상, 10kg 이상",체중 최저기준 없음,,서울특별시,강서구,
부민병원,A1100036,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,서울특별시,강서구,
의료법인서울효천의료재단에이치플러스양지병원,A1100041,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,불가능,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,불가능,불가능,정보미제공,정보미제공,Y,Y,Y,,만6세이상가능,,,서울특별시,관악구,
건국대학교병원,A1100002,Y,정보미제공,Y,정보미제공,Y,정보미제공,Y,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,4개월부터 진료가능,"진료가능 연령 제한 없음, 모두 가능","24주 이상, 500g부터 진료가능",24개월 이상가능,서울특별시,광진구,
혜민병원,A1100051,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,불가능,정보미제공,정보미제공,불가능,정보미제공,정보미제공,,,,,서울특별시,광진구,
구로성심병원,A1100026,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,,,,,서울특별시,구로구,
고려대학교의과대학부속구로병원,A1100014,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,"0세~,0kg~","0세~, 0kg~","0세~, 0kg~","0세~,0kg~",서울특별시,구로구,"0세~,0kg~"
희명병원,A1100049,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,,,,,서울특별시,금천구,
한국원자력의학원원자력병원,A1100027,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,2Kg 이상,,서울특별시,노원구,
인제대학교상계백병원,A1100016,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,불가능,불가능,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,정보미제공,Y,연령제한없음,불가능,300g,불가능,서울특별시,노원구,
노원을지대학교병원,A1100048,불가능,Y,Y,불가능,불가능,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,연령 제한 없음.,연령 제한 없음.,연령 제한 없음.,,서울특별시,노원구,
의료법인한전의료재단한일병원,A1100020,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,불가능,불가능,Y,Y,Y,정보미제공,정보미제공,정보미제공,Y,Y,만0세 ~ 8세,,"＊진료가능 최저체중: 1,500g 이상",10kg이상의 영유아 (0~8세),서울특별시,도봉구,
경희대학교병원,A1100001,Y,정보미제공,Y,Y,Y,정보미제공,Y,불가능,불가능,Y,정보미제공,Y,불가능,불가능,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,정보미제공,불가능,Y,Y,Y,전 연령,만 5세,체중상관 없음,,서울특별시,동대문구,
삼육서울병원,A1100021,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,"5세이상, 25kg이상",,,.,서울특별시,동대문구,
서울특별시동부병원,A1100022,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,서울특별시,동대문구,
서울성심병원,A1100050,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,서울특별시,동대문구,
서울특별시보라매병원,A1100040,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,정보미제공,Y,,"0kg~, 0세~","0kg~, 0세~",,서울특별시,동작구,
중앙대학교병원,A1100003,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,"전연령 가능, 최저체중 제한없음","6개월이상 가능, 3kg 이상 가능",최저체중 제한없음,"전연령 가능, 최저체중 제한없음",서울특별시,동작구,
연세대학교의과대학세브란스병원,A1100007,Y,Y,Y,불가능,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,불가능,불가능,Y,불가능,Y,불가능,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,출생직후부터 18세미만,출생직후 신생아부터 가능,2500g 미만 진료가능,출생직후 신생아부터 가능,서울특별시,서대문구,출생직후 신생아부터 가능
의료법인동신의료재단동신병원,A1100025,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,서울특별시,서대문구,
학교법인가톨릭학원가톨릭대학교서울성모병원,A1100012,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,진료가능 최저연령 : 0세이하,진료가능 최저연령 : 0세이하,진료가능 최저체중 : 300g이상,진료가능 최저연령 : 0세이하,서울특별시,서초구,진료가능 최저연령 : 0세이하
기쁨병원,A1122033,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,서울특별시,서초구,
한양대학교병원,A1100013,Y,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,0세이상 정상신생아 3kg이상,0세이상 정상신생아 3kg이상,"37주 0일, 2500g 이하 저 출생체중아의 집중치료가 가능한 경우",,서울특별시,성동구,
학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),A1100008,Y,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,제한없음,6개월 이상,제한없음,만 2세 이상,서울특별시,성북구,만 8세 이상
경찰병원,A1100039,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,비관혈적 정복술 불가,,,,서울특별시,송파구,
재단법인아산사회복지재단서울아산병원,A1100009,Y,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,정보미제공,Y,Y,Y,Y,전 연령,최저연령: 신생아(4주),최저체중: 400g,전연령(시술에 따라 가능 최저연령이 달라질 수 있음),서울특별시,송파구,불가능
홍익병원,A1100019,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,서울특별시,양천구,
서울특별시서남병원,A1100223,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,불가능,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,불가능,정보미제공,정보미제공,,,,,서울특별시,양천구,
이화여자대학교의과대학부속목동병원,A1100005,Y,정보미제공,Y,정보미제공,Y,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,0세부터 가능,0세부터 가능,2500g 이하 가능,,서울특별시,양천구,0세부터 가능
가톨릭대학교여의도성모병원,A1100011,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,Y,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,1,만3세 이상,1000g,장중첩만 가능,서울특별시,영등포구,1
명지성모병원,A1100024,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,.,.,.,.,서울특별시,영등포구,.
대림성모병원,A1100037,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,서울특별시,영등포구,
한림대학교강남성심병원,A1100055,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,"0세 부터, 15세 미만",모든연령,"생후28일 이내의 모든 신생아(제태 주수와, 몸무게 제한 없음)","0세 부터, 15세 미만",서울특별시,영등포구,
